 -82 [da:11:1c:d7:12:dc]
RSSI: -74 [da:0b:cb:74:08:6a]
RSSI: -72 [da:0b:cb:83:08:8a]
RSSI: -73 [da:0b:cb:83:08:8a]
RSSI: -73 [da:0b:cb:83:08:8a]
RSSI: -87 [da:11:70:40:0f:0c]
RSSI: -76 [da:0b:cb:9f:08:da]
RSSI: -73 [da:0b:cb:9f:08:da]
RSSI: -89 [da:09:e7:ae:11:6b]
RSSI: -74 [da:0b:cb:ae:09:0a]
RSSI: -76 [da:0b:cb:ae:09:0a]
RSSI: -91 [da:09:e7:be:11:9b]
RSSI: -73 [da:0b:cb:bd:09:2a]
RSSI: -74 [da:0b:cb:bd:09:2a]
RSSI: -90 [da:0e:d4:de:07:ee]
RSSI: -91 [da:09:e7:ce:11:cb]
RSSI: -73 [da:0b:cb:ca:09:5a]
RSSI: -92 [da:0e:d4:ed:08:1e]
RSSI: -92 [da:0e:d4:ed:08:1e]
RSSI: -74 [da:0b:cb:d9:09:7a]
RSSI: -72 [da:0b:cb:d9:09:7a]
RSSI: -72 [da:0b:cb:e8:09:aa]
RSSI: -92 [da:11:70:a3:10:4c]
RSSI: -91 [da:09:e7:fb:12:4b]
RSSI: -71 [da:0b:cb:f4:09:ca]
RSSI: -71 [da:0b:cb:f4:09:ca]
RSSI: -82 [da:11:70:be:10:9c]
RSSI: -70 [da:0b:cc:03:09:fa]
RSSI: -82 [da:11:70:be:10:9c]
RSSI: -83 [da:11:70:ca:10:cc]
RSSI: -81 [da:11:70:ca:10:cc]
RSSI: -71 [da:0b:cc:12:0a:2a]
RSSI: -81 [da:11:70:ca:10:cc]
RSSI: -90 [da:09:e8:27:12:cb]
RSSI: -82 [da:11:70:d8:10:ec]
RSSI: -71 [da:0b:cc:2e:0a:7a]
RSSI: -70 [da:0b:cc:2e:0a:7a]
RSSI: -78 [da:11:70:f2:11:3c]
RSSI: -76 [da:11:70:ff:11:6c]
RSSI: -73 [da:0b:cc:4a:0a:ca]
RSSI: -79 [da:11:71:0d:11:9c]
RSSI: -69 [da:0b:cc:59:0a:ea]
RSSI: -69 [da:0b:cc:59:0a:ea]
RSSI: -75 [da:11:71:19:11:bc]
RSSI: -87 [da:09:e8:71:13:ab]
RSSI: -86 [da:09:e8:71:13:ab]
RSSI: -67 [da:0b:cc:68:0b:1a]
RSSI: -76 [da:11:71:27:11:ec]
RSSI: -83 [da:09:e8:80:13:db]
RSSI: -65 [da:0b:cc:75:0b:3a]
RSSI: -79 [da:11:71:34:12:0c]
RSSI: -65 [da:0b:cc:75:0b:3a]
RSSI: -83 [da:09:e8:8d:13:fb]
RSSI: -74 [da:11:71:41:12:3c]
RSSI: -67 [da:0b:cc:84:0b:6a]
RSSI: -78 [da:11:71:41:12:3c]
RSSI: -78 [da:11:71:4e:12:5c]
RSSI: -84 [da:09:e8:9d:14:2b]
RSSI: -78 [da:11:71:4e:12:5c]
RSSI: -89 [da:09:e8:ad:14:5b]
RSSI: -83 [da:09:e8:ad:14:5b]
RSSI: -76 [da:11:71:68:12:ac]
RSSI: -84 [da:09:e8:ba:14:7b]
RSSI: -60 [da:0b:cc:af:0b:ea]
RSSI: -79 [da:11:71:76:12:dc]
RSSI: -61 [da:0b:cc:be:0c:0a]
RSSI: -78 [da:11:71:76:12:dc]
RSSI: -64 [da:0b:cc:be:0c:0a]
RSSI: -84 [da:11:71:83:13:0c]
RSSI: -84 [da:11:71:83:13:0c]
RSSI: -60 [da:0b:cc:ca:0c:2a]
RSSI: -82 [da:11:71:83:13:0c]
RSSI: -81 [da:11:71:90:13:2c]
RSSI: -86 [da:09:e8:e6:14:fb]
RSSI: -59 [da:0b:cc:d9:0c:5a]
RSSI: -85 [da:09:e8:e6:14:fb]
RSSI: -59 [da:0b:cc:d9:0c:5a]
RSSI: -85 [da:11:71:9d:13:5c]
RSSI: -62 [da:0b:cc:e8:0c:8a]
RSSI: -86 [da:11:71:9d:13:5c]
RSSI: -83 [da:09:e8:f6:15:2b]
RSSI: -58 [da:0b:cc:e8:0c:8a]
RSSI: -82 [da:09:e8:f6:15:2b]
RSSI: -59 [da:0b:cc:f5:0c:aa]
RSSI: -77 [da:09:e9:06:15:5b]
RSSI: -62 [da:0b:cc:f5:0c:aa]
RSSI: -59 [da:0b:cd:04:0c:da]
RSSI: -79 [da:09:e9:13:15:7b]
RSSI: -78 [da:09:e9:13:15:7b]
RSSI: -58 [da:0b:cd:13:0c:fa]
RSSI: -90 [da:0e:d6:31:0b:be]
RSSI: -80 [da:09:e9:23:15:ab]
RSSI: -86 [da:11:71:d2:14:0c]
RSSI: -61 [da:0b:cd:20:0d:2a]
RSSI: -59 [da:0b:cd:20:0d:2a]
RSSI: -84 [da:09:e9:33:15:db]
RSSI: -60 [da:0b:cd:2f:0d:4a]
RSSI: -61 [da:0b:cd:2f:0d:4a]
RSSI: -89 [da:0e:d6:50:0c:1e]
RSSI: -82 [da:11:71:ec:14:5c]
RSSI: -81 [da:09:e9:40:15:fb]
RSSI: -61 [da:0b:cd:2f:0d:4a]
RSSI: -60 [da:0b:cd:3e:0d:7a]
RSSI: -84 [da:11:71:f9:14:7c]
RSSI: -61 [da:0b:cd:3e:0d:7a]
RSSI: -89 [da:0e:d6:5c:0c:3e]
RSSI: -81 [da:09:e9:50:16:2b]
RSSI: -61 [da:0b:cd:4b:0d:9a]
RSSI: -62 [da:0b:cd:4b:0d:9a]
RSSI: -84 [da:09:e9:60:16:5b]
RSSI: -90 [da:0e:d6:6c:0c:6e]
RSSI: -87 [da:11:72:14:14:dc]
RSSI: -63 [da:0b:cd:5a:0d:ca]
RSSI: -86 [da:11:72:14:14:dc]
RSSI: -85 [da:09:e9:6c:00:0b]
RSSI: -62 [da:0b:cd:5a:0d:ca]
RSSI: -84 [da:09:e9:6c:00:0b]
RSSI: -63 [da:0b:cd:69:0d:ea]
RSSI: -88 [da:11:72:21:14:fc]
RSSI: -84 [da:09:e9:6c:00:0b]
RSSI: -84 [da:0e:d6:88:0c:be]
RSSI: -66 [da:0b:cd:69:0d:ea]
RSSI: -83 [da:0e:d6:88:0c:be]
RSSI: -64 [da:0b:cd:76:0e:1a]
RSSI: -91 [da:11:72:2e:15:2c]
RSSI: -83 [da:0e:d6:98:0c:ee]
RSSI: -80 [da:0e:d6:98:0c:ee]
RSSI: -66 [da:0b:cd:85:0e:3a]
RSSI: -71 [da:0b:cd:85:0e:3a]
RSSI: -84 [da:09:e9:99:00:8b]
RSSI: -86 [da:11:72:48:15:7c]
RSSI: -83 [da:11:72:48:15:7c]
RSSI: -84 [da:09:e9:99:00:8b]
RSSI: -71 [da:0b:cd:94:0e:6a]
RSSI: -90 [da:11:72:55:15:ac]
RSSI: -80 [da:0e:d6:b4:0d:3e]
RSSI: -86 [da:09:e9:a9:00:bb]
RSSI: -71 [da:0b:cd:a0:0e:8a]
RSSI: -89 [da:11:72:55:15:ac]
RSSI: -72 [da:0b:cd:a0:0e:8a]
RSSI: -76 [da:0e:d6:c3:0d:6e]
RSSI: -85 [da:11:72:63:15:cc]
RSSI: -80 [da:0e:d6:c3:0d:6e]
RSSI: -71 [da:0b:cd:b0:0e:ba]
RSSI: -78 [da:0e:d6:d3:0d:9e]
RSSI: -72 [da:0b:cd:b0:0e:ba]
RSSI: -75 [da:0e:d6:d3:0d:9e]
RSSI: -86 [da:11:72:70:15:fc]
RSSI: -79 [da:0e:d6:df:0d:be]
RSSI: -70 [da:0b:cd:cb:0f:0a]
RSSI: -70 [da:0b:cd:cb:0f:0a]
RSSI: -78 [da:0e:d6:ef:0d:ee]
RSSI: -77 [da:0e:d6:ef:0d:ee]
RSSI: -71 [da:0b:cd:db:0f:3a]
RSSI: -74 [da:0e:d6:ff:0e:0e]
RSSI: -71 [da:0b:cd:db:0f:3a]
RSSI: -88 [da:11:72:98:16:7c]
RSSI: -74 [da:0e:d6:ff:0e:0e]
RSSI: -78 [da:0e:d6:ff:0e:0e]
RSSI: -70 [da:0b:cd:ea:0f:5a]
RSSI: -72 [da:0b:cd:ea:0f:5a]
RSSI: -74 [da:0e:d7:0b:0e:3e]
RSSI: -73 [da:0b:cd:f6:0f:7a]
RSSI: -76 [da:0e:d7:1b:0e:5e]
RSSI: -78 [da:0b:ce:06:0f:aa]
RSSI: -78 [da:0e:d7:2a:0e:8e]
RSSI: -76 [da:0b:ce:06:0f:aa]
RSSI: -77 [da:0e:d7:2a:0e:8e]
RSSI: -79 [da:0b:ce:15:0f:da]
RSSI: -74 [da:0e:d7:37:0e:ae]
RSSI: -78 [da:0b:ce:21:0f:fa]
RSSI: -78 [da:0e:d7:37:0e:ae]
RSSI: -87 [da:11:72:d9:00:dc]
RSSI: -78 [da:0b:ce:21:0f:fa]
RSSI: -75 [da:0e:d7:47:0e:de]
RSSI: -84 [da:11:72:e7:00:fc]
RSSI: -77 [da:0b:ce:30:10:2a]
RSSI: -78 [da:0e:d7:56:0f:0e]
RSSI: -88 [da:11:72:f3:01:2c]
RSSI: -77 [da:0e:d7:56:0f:0e]
RSSI: -83 [da:0b:ce:40:10:4a]
RSSI: -79 [da:0e:d7:63:0f:2e]
RSSI: -81 [da:0b:ce:4c:10:7a]
RSSI: -80 [da:0b:ce:4c:10:7a]
RSSI: -88 [da:0b:ce:4c:10:7a]
RSSI: -86 [da:11:73:0e:01:7c]
RSSI: -94 [da:11:73:0e:01:7c]
RSSI: -80 [da:0e:d7:72:0f:5e]
RSSI: -82 [da:0b:ce:5b:10:9a]
RSSI: -79 [da:0e:d7:82:0f:8e]
RSSI: -88 [da:11:73:1b:01:ac]
RSSI: -79 [da:0e:d7:82:0f:8e]
RSSI: -87 [da:0b:ce:6b:10:ca]
RSSI: -90 [da:11:73:29:01:cc]
RSSI: -81 [da:0e:d7:8e:0f:ae]
RSSI: -83 [da:0e:d7:9e:0f:de]
RSSI: -89 [da:0b:ce:86:11:1a]
RSSI: -92 [da:11:73:43:02:2c]
RSSI: -85 [da:0e:d7:ae:10:0e]
RSSI: -84 [da:0b:ce:96:11:4a]
RSSI: -85 [da:0b:ce:a2:11:6a]
RSSI: -89 [da:0e:d7:ca:10:5e]
RSSI: -85 [da:0b:ce:b1:11:9a]
RSSI: -87 [da:09:ea:c6:03:fb]
RSSI: -85 [da:0b:ce:c1:11:ba]
RSSI: -84 [da:0b:ce:cd:11:da]
RSSI: -84 [da:0b:ce:cd:11:da]
RSSI: -86 [da:0e:d7:f6:10:de]
RSSI: -89 [da:0e:d7:f6:10:de]
RSSI: -91 [da:0b:ce:ec:12:3a]
RSSI: -88 [da:0e:d8:12:11:2e]
RSSI: -86 [da:0e:d8:12:11:2e]
RSSI: -88 [da:0e:d8:21:11:5e]
RSSI: -87 [da:0b:cf:07:12:8a]
RSSI: -87 [da:0e:d8:21:11:5e]
RSSI: -88 [da:0b:cf:07:12:8a]
RSSI: -93 [da:09:eb:1f:04:fb]
RSSI: -88 [da:0e:d8:31:11:8e]
RSSI: -90 [da:0b:cf:17:12:aa]
RSSI: -88 [da:0e:d8:3e:11:ae]
RSSI: -82 [da:0b:cf:33:12:fa]
RSSI: -81 [da:0b:cf:33:12:fa]
RSSI: -80 [da:0b:cf:42:13:2a]
RSSI: -82 [da:0b:cf:42:13:2a]
RSSI: -86 [da:0e:d8:69:12:2e]
RSSI: -80 [da:0b:cf:4e:13:4a]
RSSI: -87 [da:0e:d8:69:12:2e]
RSSI: -86 [da:0e:d8:79:12:5e]
RSSI: -82 [da:0b:cf:5e:13:7a]
RSSI: -88 [da:0e:d8:89:12:8e]
RSSI: -90 [da:09:eb:79:05:fb]
RSSI: -84 [da:0b:cf:6d:13:aa]
RSSI: -90 [da:0e:d8:89:12:8e]
RSSI: -88 [da:0e:d8:95:12:ae]
RSSI: -79 [da:0b:cf:79:13:ca]
RSSI: -81 [da:0b:cf:79:13:ca]
RSSI: -88 [da:0e:d8:a5:12:de]
RSSI: -78 [da:0b:cf:89:13:fa]
RSSI: -89 [da:0e:d8:b5:12:fe]
RSSI: -79 [da:0b:cf:98:14:2a]
RSSI: -86 [da:0e:d8:b5:12:fe]
RSSI: -83 [da:0b:cf:98:14:2a]
RSSI: -79 [da:0b:cf:a4:14:4a]
RSSI: -77 [da:0b:cf:b4:14:6a]
RSSI: -79 [da:0b:cf:b4:14:6a]
RSSI: -79 [da:0b:cf:b4:14:6a]
RSSI: -79 [da:0b:cf:c3:14:9a]
RSSI: -90 [da:09:eb:d3:07:0b]
RSSI: -86 [da:0b:cf:d0:14:ba]
RSSI: -88 [da:09:eb:e0:07:2b]
RSSI: -90 [da:09:eb:e0:07:2b]
RSSI: -82 [da:0b:cf:df:14:ea]
RSSI: -86 [da:11:74:9c:06:6c]
RSSI: -84 [da:0b:cf:ee:15:1a]
RSSI: -90 [da:09:ec:00:07:8b]
RSSI: -89 [da:0e:d9:0c:13:fe]
RSSI: -86 [da:11:74:b6:06:bc]
RSSI: -85 [da:0b:cf:fb:15:3a]
RSSI: -84 [da:0b:cf:fb:15:3a]
RSSI: -93 [da:09:ec:0d:07:bb]
RSSI: -92 [da:11:74:c3:06:ec]
RSSI: -86 [da:0b:d0:19:15:8a]
RSSI: -88 [da:09:ec:2d:08:0b]
RSSI: -85 [da:0b:d0:26:15:ba]
RSSI: -88 [da:0b:d0:26:15:ba]
RSSI: -88 [da:11:74:eb:07:6c]
RSSI: -88 [da:09:ec:3a:08:3b]
RSSI: -87 [da:11:74:eb:07:6c]
RSSI: -90 [da:09:ec:5a:08:9b]
RSSI: -88 [da:0e:d9:71:15:1e]
RSSI: -86 [da:11:75:13:07:ec]
RSSI: -90 [da:0b:d0:60:16:5a]
RSSI: -83 [da:0b:d0:70:00:2a]
RSSI: -87 [da:0b:d0:8c:00:7a]
RSSI: -87 [da:0b:d0:9b:00:aa]
RSSI: -86 [da:0b:d0:9b:00:aa]
RSSI: -91 [da:11:75:55:08:bc]
RSSI: -90 [da:11:75:63:08:ec]
RSSI: -86 [da:0b:d0:a7:00:ca]
RSSI: -85 [da:0b:d0:a7:00:ca]
RSSI: -84 [da:0b:d0:b7:00:fa]
RSSI: -88 [da:11:75:70:09:0c]
RSSI: -88 [da:11:75:7d:09:3c]
RSSI: -85 [da:0b:d0:c6:01:1a]
RSSI: -89 [da:11:75:8b:09:6c]
RSSI: -85 [da:0b:d0:d3:01:3a]
RSSI: -87 [da:11:75:97:09:8c]
RSSI: -84 [da:0b:d0:e2:01:6a]
RSSI: -88 [da:11:75:a5:09:bc]
RSSI: -85 [da:0b:d0:f1:01:9a]
RSSI: -89 [da:0b:d0:f1:01:9a]
RSSI: -87 [da:0b:d0:fe:01:ba]
RSSI: -86 [da:11:75:bf:0a:1c]
RSSI: -85 [da:0b:d1:0d:01:ea]
RSSI: -88 [da:0b:d1:0d:01:ea]
RSSI: -88 [da:11:75:cd:0a:3c]
RSSI: -88 [da:0b:d1:0d:01:ea]
RSSI: -87 [da:11:75:db:0a:6c]
RSSI: -88 [da:0b:d1:1c:02:0a]
RSSI: -87 [da:11:75:db:0a:6c]
RSSI: -85 [da:11:75:e7:0a:9c]
RSSI: -87 [da:11:75:e7:0a:9c]
RSSI: -87 [da:11:75:f5:0a:bc]
RSSI: -88 [da:0b:d1:38:02:5a]
RSSI: -84 [da:11:75:f5:0a:bc]
RSSI: -84 [da:0b:d1:48:02:8a]
RSSI: -88 [da:11:76:03:0a:ec]
RSSI: -95 [da:0e:da:6c:01:ae]
RSSI: -88 [da:11:76:03:0a:ec]
RSSI: -84 [da:11:76:0f:0b:1c]
RSSI: -84 [da:0b:d1:54:02:aa]
RSSI: -85 [da:0b:d1:54:02:aa]
RSSI: -88 [da:0b:d1:64:02:da]
RSSI: -86 [da:11:76:1d:0b:3c]
RSSI: -90 [da:11:76:53:0b:ec]
RSSI: -86 [da:0b:d1:ba:03:ca]
RSSI: -93 [da:11:76:87:0c:9c]
RSSI: -92 [da:09:ed:fd:0d:6b]
RSSI: -88 [da:0b:d2:01:04:8a]
RSSI: -88 [da:0b:d2:01:04:8a]
RSSI: -91 [da:09:ee:16:0d:ab]
RSSI: -89 [da:0b:d2:20:04:ea]
RSSI: -89 [da:11:76:d7:0d:9c]
RSSI: -91 [da:09:ee:3d:0e:1b]
RSSI: -89 [da:0b:d2:2d:05:0a]
RSSI: -91 [da:09:ee:3d:0e:1b]
RSSI: -87 [da:11:76:f3:0d:ec]
RSSI: -88 [da:0b:d2:4c:05:6a]
RSSI: -90 [da:11:77:0d:0e:3c]
RSSI: -86 [da:0b:d2:58:05:8a]
RSSI: -92 [da:11:77:27:0e:9c]
RSSI: -89 [da:0b:d2:77:05:da]
RSSI: -91 [da:11:77:35:0e:bc]
RSSI: -86 [da:11:77:4f:0f:1c]
RSSI: -93 [da:0e:db:bd:05:6e]
RSSI: -89 [da:11:77:5d:0f:3c]
RSSI: -88 [da:0b:d2:a2:06:5a]
RSSI: -92 [da:0e:db:bd:05:6e]
RSSI: -86 [da:0b:d2:a2:06:5a]
RSSI: -90 [da:0e:db:cd:05:9e]
RSSI: -89 [da:09:ee:c9:0f:bb]
RSSI: -89 [da:11:77:77:0f:9c]
RSSI: -89 [da:0e:db:da:05:be]
RSSI: -89 [da:0b:d2:ce:06:da]
RSSI: -90 [da:0e:db:e9:05:ee]
RSSI: -92 [da:09:ee:e2:10:0b]
RSSI: -90 [da:0b:d2:da:06:fa]
RSSI: -95 [da:0e:db:f9:06:1e]
RSSI: -88 [da:11:77:ad:10:4c]
RSSI: -87 [da:11:77:bb:10:6c]
RSSI: -84 [da:11:77:bb:10:6c]
RSSI: -84 [da:0b:d3:06:07:6a]
RSSI: -83 [da:11:77:c8:10:9c]
RSSI: -81 [da:11:77:c8:10:9c]
RSSI: -80 [da:11:77:d5:10:cc]
RSSI: -79 [da:11:77:d5:10:cc]
RSSI: -81 [da:11:77:e3:10:ec]
RSSI: -78 [da:11:77:e3:10:ec]
RSSI: -78 [da:11:77:e3:10:ec]
RSSI: -91 [da:0e:dc:52:07:1e]
RSSI: -79 [da:0b:d3:31:07:ea]
RSSI: -79 [da:11:77:f0:11:1c]
RSSI: -79 [da:11:77:f0:11:1c]
RSSI: -76 [da:11:77:fe:11:4c]
RSSI: -79 [da:0b:d3:41:08:1a]
RSSI: -75 [da:11:77:fe:11:4c]
RSSI: -79 [da:11:78:0b:11:6c]
RSSI: -88 [da:0b:d3:50:08:4a]
RSSI: -93 [da:0e:dc:6e:07:6e]
RSSI: -75 [da:11:78:0b:11:6c]
RSSI: -87 [da:0b:d3:50:08:4a]
RSSI: -77 [da:11:78:18:11:9c]
RSSI: -73 [da:11:78:26:11:cc]
RSSI: -75 [da:11:78:33:11:ec]
RSSI: -94 [da:09:ef:88:11:eb]
RSSI: -77 [da:11:78:40:12:1c]
RSSI: -75 [da:11:78:40:12:1c]
RSSI: -84 [da:0b:d3:88:08:ea]
RSSI: -77 [da:11:78:4e:12:4c]
RSSI: -76 [da:11:78:5c:12:6c]
RSSI: -75 [da:11:78:5c:12:6c]
RSSI: -78 [da:11:78:68:12:9c]
RSSI: -78 [da:11:78:68:12:9c]
RSSI: -75 [da:11:78:68:12:9c]
RSSI: -83 [da:0b:d3:b4:09:5a]
RSSI: -76 [da:11:78:68:12:9c]
RSSI: -80 [da:0b:d3:b4:09:5a]
RSSI: -76 [da:11:78:76:12:cc]
RSSI: -79 [da:11:78:76:12:cc]
RSSI: -80 [da:11:78:76:12:cc]
RSSI: -86 [da:0b:d3:c3:09:8a]
RSSI: -77 [da:11:78:84:12:ec]
RSSI: -86 [da:0b:d3:c3:09:8a]
RSSI: -77 [da:11:78:84:12:ec]
RSSI: -86 [da:0b:d3:d2:09:ba]
RSSI: -80 [da:11:78:90:13:1c]
RSSI: -79 [da:11:78:90:13:1c]
RSSI: -86 [da:09:ef:ee:13:1b]
RSSI: -84 [da:0b:d3:df:09:da]
RSSI: -91 [da:09:ef:ee:13:1b]
RSSI: -85 [da:0b:d3:df:09:da]
RSSI: -83 [da:11:78:9e:13:4c]
RSSI: -88 [da:0b:d3:ef:0a:0a]
RSSI: -81 [da:0b:d3:ef:0a:0a]
RSSI: -87 [da:11:78:b9:13:9c]
RSSI: -82 [da:0b:d4:0b:0a:5a]
RSSI: -89 [da:09:f0:22:13:ab]
RSSI: -90 [da:11:78:d4:13:ec]
RSSI: -75 [da:0b:d4:1a:0a:8a]
RSSI: -88 [da:11:78:d4:13:ec]
RSSI: -83 [da:0b:d4:1a:0a:8a]
RSSI: -88 [da:11:78:e1:14:1c]
RSSI: -80 [da:0b:d4:2a:0a:aa]
RSSI: -89 [da:11:78:e1:14:1c]
RSSI: -83 [da:11:78:e1:14:1c]
RSSI: -85 [da:09:f0:3b:13:fb]
RSSI: -85 [da:11:78:ef:14:4c]
RSSI: -84 [da:11:78:fc:14:6c]
RSSI: -78 [da:0b:d4:46:0a:fa]
RSSI: -75 [da:0b:d4:46:0a:fa]
RSSI: -85 [da:11:79:09:14:9c]
RSSI: -68 [da:0b:d4:55:0b:2a]
RSSI: -84 [da:11:79:09:14:9c]
RSSI: -77 [da:0b:d4:55:0b:2a]
RSSI: -88 [da:11:79:17:14:bc]
RSSI: -86 [da:11:79:17:14:bc]
RSSI: -67 [da:0b:d4:62:0b:4a]
RSSI: -86 [da:09:f0:7b:14:ab]
RSSI: -85 [da:11:79:31:15:1c]
RSSI: -72 [da:0b:d4:81:0b:aa]
RSSI: -71 [da:0b:d4:81:0b:aa]
RSSI: -88 [da:09:f0:95:14:fb]
RSSI: -64 [da:0b:d4:8d:0b:ca]
RSSI: -71 [da:0b:d4:8d:0b:ca]
RSSI: -83 [da:11:79:5a:15:8c]
RSSI: -81 [da:09:f0:af:15:4b]
RSSI: -85 [da:11:79:5a:15:8c]
RSSI: -89 [da:09:f0:bb:15:6b]
RSSI: -85 [da:11:79:68:15:bc]
RSSI: -71 [da:0b:d4:b9:0c:4a]
RSSI: -89 [da:09:f0:c8:15:9b]
RSSI: -91 [da:0e:dd:ed:0b:be]
RSSI: -86 [da:11:79:90:16:3c]
RSSI: -63 [da:0b:d4:d8:0c:9a]
RSSI: -89 [da:09:f0:ef:16:0b]
RSSI: -69 [da:0b:d4:d8:0c:9a]
RSSI: -86 [da:09:f0:fc:16:2b]
RSSI: -91 [da:0e:de:0d:0c:1e]
RSSI: -64 [da:0b:d4:ea:0c:da]
RSSI: -68 [da:0b:d4:fa:0c:fa]
RSSI: -89 [da:09:f1:08:16:4b]
RSSI: -65 [da:0b:d4:fa:0c:fa]
RSSI: -72 [da:0b:d5:0a:0d:2a]
RSSI: -73 [da:0b:d5:0a:0d:2a]
RSSI: -70 [da:0b:d5:0a:0d:2a]
RSSI: -88 [da:09:f1:22:00:2b]
RSSI: -88 [da:0e:de:39:0c:ae]
RSSI: -87 [da:11:79:e0:00:ac]
RSSI: -70 [da:0b:d5:26:0d:7a]
RSSI: -75 [da:0b:d5:26:0d:7a]
RSSI: -86 [da:0e:de:46:0c:ce]
RSSI: -75 [da:0b:d5:35:0d:aa]
RSSI: -86 [da:11:79:ee:00:dc]
RSSI: -76 [da:0b:d5:35:0d:aa]
RSSI: -82 [da:0e:de:56:0c:fe]
RSSI: -90 [da:09:f1:48:00:9b]
RSSI: -80 [da:0b:d5:42:0d:ca]
RSSI: -85 [da:0b:d5:42:0d:ca]
RSSI: -81 [da:0e:de:65:0d:2e]
RSSI: -87 [da:11:7a:09:01:2c]
RSSI: -85 [da:0b:d5:52:0d:fa]
RSSI: -81 [da:0e:de:72:0d:4e]
RSSI: -76 [da:0b:d5:61:0e:2a]
RSSI: -79 [da:0e:de:82:0d:7e]
RSSI: -79 [da:0e:de:82:0d:7e]
RSSI: -76 [da:0e:de:92:0d:ae]
RSSI: -72 [da:0b:d5:6e:0e:4a]
RSSI: -76 [da:0e:de:92:0d:ae]
RSSI: -80 [da:0b:d5:7d:0e:7a]
RSSI: -78 [da:0e:de:9e:0d:ce]
RSSI: -75 [da:0e:de:9e:0d:ce]
RSSI: -80 [da:0b:d5:8d:0e:9a]
RSSI: -77 [da:0e:de:ae:0d:fe]
RSSI: -74 [da:0b:d5:99:0e:ca]
RSSI: -78 [da:0e:de:be:0e:1e]
RSSI: -77 [da:0e:de:be:0e:1e]
RSSI: -90 [da:11:7a:67:02:5c]
RSSI: -78 [da:0b:d5:a9:0e:ea]
RSSI: -92 [da:11:7a:67:02:5c]
RSSI: -78 [da:0e:de:cb:0e:4e]
RSSI: -78 [da:0e:de:cb:0e:4e]
RSSI: -82 [da:0b:d5:b8:0f:1a]
RSSI: -75 [da:0e:de:db:0e:7e]
RSSI: -87 [da:0b:d5:c5:0f:3a]
RSSI: -77 [da:0e:de:eb:0e:ae]
RSSI: -90 [da:11:7a:90:02:dc]
RSSI: -77 [da:0e:de:f7:0e:ce]
RSSI: -78 [da:0e:de:f7:0e:ce]
RSSI: -78 [da:0b:d5:e4:0f:9a]
RSSI: -79 [da:0e:df:07:0e:fe]
RSSI: -84 [da:0b:d5:f1:0f:ba]
RSSI: -75 [da:0e:df:17:0f:2e]
RSSI: -90 [da:0b:d6:00:0f:ea]
RSSI: -92 [da:09:f2:16:02:eb]
RSSI: -79 [da:0e:df:24:0f:4e]
RSSI: -85 [da:0b:d6:00:0f:ea]
RSSI: -76 [da:0e:df:24:0f:4e]
RSSI: -79 [da:0b:d6:10:10:1a]
RSSI: -91 [da:09:f2:23:03:0b]
RSSI: -80 [da:0e:df:34:0f:7e]
RSSI: -88 [da:0b:d6:1c:10:3a]
RSSI: -82 [da:0e:df:44:0f:ae]
RSSI: -80 [da:0e:df:50:0f:ce]
RSSI: -86 [da:0b:d6:3c:10:8a]
RSSI: -95 [da:09:f2:49:03:8b]
RSSI: -82 [da:0e:df:60:0f:fe]
RSSI: -86 [da:0e:df:70:10:2e]
RSSI: -85 [da:0e:df:70:10:2e]
RSSI: -87 [da:0e:df:7d:10:4e]
RSSI: -84 [da:0b:d6:67:11:0a]
RSSI: -89 [da:0e:df:7d:10:4e]
RSSI: -86 [da:0b:d6:74:11:2a]
RSSI: -88 [da:0e:df:8d:10:7e]
RSSI: -90 [da:0e:df:9d:10:ae]
RSSI: -88 [da:0e:df:a9:10:ce]
RSSI: -84 [da:0b:d6:93:11:8a]
RSSI: -84 [da:0b:d6:a0:11:aa]
RSSI: -86 [da:0e:df:b9:10:fe]
RSSI: -85 [da:0b:d6:a0:11:aa]
RSSI: -86 [da:0e:df:c9:11:2e]
RSSI: -85 [da:0b:d6:af:11:da]
RSSI: -91 [da:09:f2:bd:04:db]
RSSI: -87 [da:0e:df:d6:11:4e]
RSSI: -88 [da:09:f2:ca:04:fb]
RSSI: -88 [da:0e:df:d6:11:4e]
RSSI: -90 [da:09:f2:e4:05:4b]
RSSI: -87 [da:0e:df:f6:11:ae]
RSSI: -89 [da:0e:df:f6:11:ae]
RSSI: -81 [da:0b:d6:db:12:4a]
RSSI: -84 [da:0b:d6:eb:12:7a]
RSSI: -88 [da:0e:e0:02:11:ce]
RSSI: -86 [da:11:7b:ab:06:5c]
RSSI: -94 [da:09:f2:fe:05:9b]
RSSI: -85 [da:11:7b:ab:06:5c]
RSSI: -88 [da:09:f3:0b:05:bb]
RSSI: -86 [da:0e:e0:22:12:2e]
RSSI: -85 [da:0e:e0:22:12:2e]
RSSI: -83 [da:0b:d7:07:12:ca]
RSSI: -87 [da:11:7b:c6:06:bc]
RSSI: -85 [da:0b:d7:16:12:fa]
RSSI: -83 [da:0b:d7:16:12:fa]
RSSI: -86 [da:11:7b:d4:06:ec]
RSSI: -87 [da:0b:d7:23:13:1a]
RSSI: -86 [da:0b:d7:23:13:1a]
RSSI: -89 [da:0e:e0:4f:12:ae]
RSSI: -89 [da:09:f3:3e:06:5b]
RSSI: -87 [da:0b:d7:33:13:4a]
